case_id,pin_code,district,state,land_type,rfctlarr_stage,land_parcel_area_acres,compensation_amount_lakhs,days_since_notification,number_of_displaced_families,litigation_cases_count,social_vulnerability_index,official_processing_speed_score,delay_probability,delay_months
LA-2024-03163,530951,Visakhapatnam,Andhra Pradesh,Residential,Draft Declaration (Sec 19),3.6,25.35,134.0,13.0,0,0.381,8.4,0,0.0
LA-2024-03164,641640,Coimbatore,Tamil Nadu,Agricultural,Award Enquiry (Sec 21-23),6.83,21.8,222.0,4.0,0,0.134,7.4,1,11.8
LA-2024-03165,520648,Vijayawada,Andhra Pradesh,Agricultural,Draft Declaration (Sec 19),18.33,23.11,117.0,5.0,1,0.471,5.2,0,0.0
LA-2024-03166,411773,Pune,Maharashtra,Forest,Survey & SIA (Social Impact Assessment),32.16,240.77,366.0,5.0,0,0.19,9.6,1,36.0
LA-2024-03167,221315,Varanasi,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),5.97,116.42,543.0,8.0,0,0.19,5.6,1,5.8
LA-2024-03168,600260,Chennai,Tamil Nadu,Agricultural,Award Enquiry (Sec 21-23),73.99,55.9,460.0,4.0,1,0.471,5.5,1,10.4
LA-2024-03169,834408,Ranchi,Jharkhand,Agricultural,Preliminary Notification (Sec 11),12.8,26.57,1965.0,3.0,0,0.179,5.2,0,0.0
LA-2024-03170,342530,Jodhpur,Rajasthan,Agricultural,Award Enquiry (Sec 21-23),15.76,26.47,301.0,4.0,2,0.213,6.8,1,21.8
LA-2024-03171,342767,Jodhpur,Rajasthan,Wetland,Draft Declaration (Sec 19),3.8,31.55,790.0,2.0,0,0.477,6.7,1,15.2
LA-2024-03172,141331,Ludhiana,Punjab,Agricultural,Final Declaration,28.45,244.57,254.0,7.0,0,0.857,5.7,1,29.8
LA-2024-03173,411607,Pune,Maharashtra,Residential,Award Declaration,7.55,58.93,180.0,22.0,0,0.832,5.2,0,0.0
LA-2024-03174,625103,Madurai,Tamil Nadu,Agricultural,Final Declaration,5.85,90.94,242.0,,0,0.785,7.2,0,0.0
LA-2024-03175,110127,South Delhi,Delhi,Agricultural,Award Enquiry (Sec 21-23),8.42,54.05,251.0,6.0,0,0.565,4.8,0,0.0
LA-2024-03176,395969,Surat,Gujarat,Agricultural,Compensation Disbursement,35.71,19.27,202.0,4.0,4,0.315,6.7,1,46.7
LA-2024-03177,342864,Jodhpur,Rajasthan,Agricultural,Preliminary Notification (Sec 11),16.38,49.28,98.0,4.0,0,0.237,6.2,0,0.0
LA-2024-03178,600876,Chennai,Tamil Nadu,Agricultural,Draft Declaration (Sec 19),5.18,16.09,106.0,5.0,0,0.27,2.4,0,0.0
LA-2024-03179,570395,Mysuru,Karnataka,Agricultural,Compensation Disbursement,7.02,139.15,518.0,3.0,0,0.126,6.0,0,0.0
LA-2024-03180,560561,Bengaluru Urban,Karnataka,Wetland,Award Declaration,36.53,21.95,414.0,4.0,0,0.337,4.4,0,0.0
LA-2024-03181,570706,Mysuru,Karnataka,Agricultural,Award Enquiry (Sec 21-23),9.02,25.96,841.0,,0,0.209,6.2,1,11.0
LA-2024-03182,560328,Bengaluru Urban,Karnataka,Barren/Waste,Survey & SIA (Social Impact Assessment),17.75,96.79,165.0,6.0,4,0.868,6.4,1,41.9
LA-2024-03183,221769,Varanasi,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),21.85,23.03,154.0,1.0,0,0.593,7.8,0,0.0
LA-2024-03184,505722,Karimnagar,Telangana,Agricultural,Award Declaration,0.6,36.3,94.0,6.0,0,0.248,6.4,1,16.2
LA-2024-03185,342466,Jodhpur,Rajasthan,Forest,Award Enquiry (Sec 21-23),32.29,5.0,489.0,6.0,0,0.643,6.4,1,23.9
LA-2024-03186,141490,Ludhiana,Punjab,Agricultural,Draft Declaration (Sec 19),5.34,32.9,113.0,4.0,0,0.474,4.8,1,11.1
LA-2024-03187,221376,Varanasi,Uttar Pradesh,Agricultural,Survey & SIA (Social Impact Assessment),8.11,78.62,216.0,2.0,0,0.518,5.2,0,0.0
LA-2024-03188,411822,Pune,Maharashtra,Agricultural,Award Declaration,,24.65,280.0,3.0,1,0.443,7.6,0,0.0
LA-2024-03189,505987,Karimnagar,Telangana,Agricultural,Final Declaration,37.71,76.04,69.0,2.0,2,0.764,4.8,0,0.0
LA-2024-03190,751998,Khordha,Odisha,Residential,Possession,16.76,44.02,397.0,3.0,1,0.681,5.0,1,49.2
LA-2024-03191,500793,Hyderabad,Telangana,Agricultural,Draft Declaration (Sec 19),20.47,125.64,472.0,3.0,0,0.592,5.6,1,12.2
LA-2024-03192,201413,Gautam Buddha Nagar,Uttar Pradesh,Wetland,Draft Declaration (Sec 19),25.31,22.24,272.0,5.0,0,0.727,8.4,1,12.4
LA-2024-03193,201802,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),37.17,35.54,207.0,3.0,0,0.404,4.8,1,15.7
LA-2024-03194,560319,Bengaluru Urban,Karnataka,Agricultural,Final Declaration,41.42,11.07,216.0,10.0,1,0.202,9.1,0,0.0
LA-2024-03195,221906,Varanasi,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),12.08,40.96,633.0,5.0,0,0.737,8.3,0,0.0
LA-2024-03196,560340,Bengaluru Urban,Karnataka,Agricultural,Preliminary Notification (Sec 11),5.89,29.95,230.0,7.0,0,0.332,7.9,0,0.0
LA-2024-03197,570462,Mysuru,Karnataka,Barren/Waste,Draft Declaration (Sec 19),8.87,111.29,218.0,6.0,0,0.484,5.1,0,0.0
LA-2024-03198,834183,Ranchi,Jharkhand,Residential,Survey & SIA (Social Impact Assessment),12.28,24.69,132.0,18.0,0,0.097,5.6,0,0.0
LA-2024-03199,110173,South Delhi,Delhi,Agricultural,Award Declaration,10.54,29.89,30.0,7.0,1,,5.2,0,0.0
LA-2024-03200,580454,Dharwad,Karnataka,Agricultural,Survey & SIA (Social Impact Assessment),4.66,23.54,504.0,5.0,0,0.423,7.3,0,0.0
LA-2024-03201,160594,Chandigarh,Punjab,Residential,Final Declaration,15.98,45.87,221.0,14.0,0,0.465,6.0,1,14.0
LA-2024-03202,160115,Chandigarh,Punjab,Agricultural,Award Enquiry (Sec 21-23),2.91,295.62,115.0,4.0,0,0.474,6.0,0,0.0
LA-2024-03203,800860,Patna,Bihar,Agricultural,Survey & SIA (Social Impact Assessment),11.85,5.0,1078.0,4.0,0,,5.2,0,0.0
LA-2024-03204,530202,Visakhapatnam,Andhra Pradesh,Agricultural,Final Declaration,12.52,42.72,308.0,1.0,3,0.307,6.9,0,0.0
LA-2024-03205,600997,Chennai,Tamil Nadu,Agricultural,Award Declaration,12.16,136.41,190.0,2.0,0,0.141,6.0,0,0.0
LA-2024-03206,201344,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Award Enquiry (Sec 21-23),22.73,27.42,475.0,4.0,1,0.305,3.9,1,16.4
LA-2024-03207,110440,South Delhi,Delhi,Agricultural,Final Declaration,20.3,73.75,292.0,5.0,1,0.379,5.9,0,0.0
LA-2024-03208,834243,Ranchi,Jharkhand,Barren/Waste,Award Declaration,72.91,136.8,288.0,5.0,1,0.272,4.6,1,35.5
LA-2024-03209,411841,Pune,Maharashtra,Agricultural,Compensation Disbursement,7.1,34.39,140.0,6.0,0,0.63,3.6,1,8.5
LA-2024-03210,580758,Dharwad,Karnataka,Barren/Waste,Award Declaration,13.98,24.05,373.0,4.0,0,0.201,2.6,0,0.0
LA-2024-03211,141170,Ludhiana,Punjab,Commercial,Draft Declaration (Sec 19),13.24,108.71,448.0,23.0,1,0.189,3.7,0,0.0
LA-2024-03212,600194,Chennai,Tamil Nadu,Agricultural,Award Enquiry (Sec 21-23),12.72,71.56,141.0,3.0,0,0.264,8.2,0,0.0
LA-2024-03213,625647,Madurai,Tamil Nadu,Agricultural,Final Declaration,3.76,42.13,53.0,5.0,0,0.339,4.0,0,0.0
LA-2024-03214,141878,Ludhiana,Punjab,Agricultural,Draft Declaration (Sec 19),4.03,79.89,451.0,7.0,3,0.227,6.8,0,0.0
LA-2024-03215,395198,Surat,Gujarat,Residential,Draft Declaration (Sec 19),11.08,111.31,355.0,15.0,1,0.366,9.1,0,0.0
LA-2024-03216,580298,Dharwad,Karnataka,Agricultural,Award Declaration,2.89,42.51,416.0,4.0,2,0.31,4.1,1,16.9
LA-2024-03217,500590,Hyderabad,Telangana,Barren/Waste,Draft Declaration (Sec 19),8.3,59.75,229.0,8.0,0,0.639,5.5,0,0.0
LA-2024-03218,411197,Pune,Maharashtra,Forest,Compensation Disbursement,6.36,73.43,456.0,2.0,0,0.556,8.8,1,38.8
LA-2024-03219,110373,South Delhi,Delhi,Forest,Possession,8.56,28.82,136.0,4.0,1,0.455,7.7,1,31.6
LA-2024-03220,411109,Pune,Maharashtra,Agricultural,Draft Declaration (Sec 19),28.86,138.18,192.0,5.0,0,0.372,8.2,0,0.0
LA-2024-03221,201548,Gautam Buddha Nagar,Uttar Pradesh,Forest,Survey & SIA (Social Impact Assessment),4.41,16.79,101.0,2.0,1,0.456,5.1,0,0.0
LA-2024-03222,580742,Dharwad,Karnataka,Forest,Possession,23.09,39.46,527.0,2.0,1,,7.3,1,22.0
LA-2024-03223,800470,Patna,Bihar,Forest,Survey & SIA (Social Impact Assessment),6.78,92.68,214.0,3.0,1,0.405,4.9,1,40.5
LA-2024-03224,800330,Patna,Bihar,Agricultural,Award Declaration,7.54,16.39,263.0,1.0,1,0.56,4.9,1,18.5
LA-2024-03225,342481,Jodhpur,Rajasthan,Forest,Preliminary Notification (Sec 11),16.37,102.28,306.0,3.0,2,0.464,9.2,1,45.8
LA-2024-03226,800558,Patna,Bihar,Agricultural,Survey & SIA (Social Impact Assessment),8.73,53.56,185.0,2.0,1,0.18,7.1,0,0.0
LA-2024-03227,302248,Jaipur,Rajasthan,Forest,Survey & SIA (Social Impact Assessment),5.16,157.42,410.0,2.0,0,0.37,8.2,0,0.0
LA-2024-03228,400200,Mumbai Suburban,Maharashtra,Agricultural,Draft Declaration (Sec 19),8.05,80.01,768.0,3.0,0,0.466,3.6,0,0.0
LA-2024-03229,221263,Varanasi,Uttar Pradesh,Agricultural,Compensation Disbursement,2.43,38.3,462.0,4.0,0,0.544,4.8,0,0.0
LA-2024-03230,751985,Khordha,Odisha,Commercial,Survey & SIA (Social Impact Assessment),15.24,55.7,61.0,12.0,0,0.244,3.5,0,0.0
LA-2024-03231,751749,Khordha,Odisha,Agricultural,Survey & SIA (Social Impact Assessment),0.79,57.64,240.0,2.0,0,0.879,5.7,1,12.6
LA-2024-03232,570212,Mysuru,Karnataka,Forest,Award Enquiry (Sec 21-23),23.45,305.55,249.0,4.0,1,0.301,8.8,1,31.9
LA-2024-03233,201370,Gautam Buddha Nagar,Uttar Pradesh,Commercial,Possession,18.6,48.45,562.0,14.0,0,0.25,5.4,1,6.5
LA-2024-03234,500470,Hyderabad,Telangana,Forest,Draft Declaration (Sec 19),43.0,39.21,147.0,5.0,0,0.277,6.1,0,0.0
LA-2024-03235,302262,Jaipur,Rajasthan,Commercial,Award Declaration,70.44,37.13,101.0,13.0,1,0.209,6.7,1,19.9
LA-2024-03236,302865,Jaipur,Rajasthan,Agricultural,Preliminary Notification (Sec 11),24.42,53.49,414.0,4.0,3,0.843,5.9,1,43.8
LA-2024-03237,625945,Madurai,Tamil Nadu,Agricultural,Award Declaration,6.47,15.22,218.0,3.0,0,0.748,5.8,0,0.0
LA-2024-03238,110320,South Delhi,Delhi,Forest,Award Enquiry (Sec 21-23),69.88,31.07,139.0,4.0,0,0.182,5.0,1,12.2
LA-2024-03239,700114,Kolkata,West Bengal,Agricultural,Compensation Disbursement,4.0,17.09,182.0,5.0,1,0.737,5.5,0,0.0
LA-2024-03240,505340,Karimnagar,Telangana,Agricultural,Award Enquiry (Sec 21-23),2.19,19.35,77.0,8.0,1,0.515,6.1,0,0.0
LA-2024-03241,570623,Mysuru,Karnataka,Agricultural,Compensation Disbursement,53.23,95.96,252.0,5.0,0,0.237,6.5,0,0.0
LA-2024-03242,570826,Mysuru,Karnataka,Agricultural,Draft Declaration (Sec 19),18.38,45.83,176.0,3.0,0,0.335,8.1,1,14.9
LA-2024-03243,700405,Kolkata,West Bengal,Wetland,Award Enquiry (Sec 21-23),2.24,22.09,330.0,7.0,1,0.393,4.8,1,28.4
LA-2024-03244,380345,Ahmedabad,Gujarat,Agricultural,Award Enquiry (Sec 21-23),3.48,38.75,190.0,5.0,0,0.511,7.2,1,15.1
LA-2024-03245,208323,Kanpur Nagar,Uttar Pradesh,Agricultural,Survey & SIA (Social Impact Assessment),17.61,35.38,227.0,4.0,2,0.384,5.5,1,25.0
LA-2024-03246,834102,Ranchi,Jharkhand,Barren/Waste,Compensation Disbursement,5.26,47.0,157.0,3.0,0,0.536,6.0,0,0.0
LA-2024-03247,800112,Patna,Bihar,Wetland,Award Declaration,5.95,10.68,183.0,4.0,3,0.235,4.4,1,43.1
LA-2024-03248,506484,Warangal,Telangana,Agricultural,Award Declaration,58.64,15.85,95.0,5.0,0,0.887,5.8,0,0.0
LA-2024-03249,530655,Visakhapatnam,Andhra Pradesh,Barren/Waste,Draft Declaration (Sec 19),68.44,11.37,480.0,8.0,0,0.526,5.8,0,0.0
LA-2024-03250,400111,Mumbai Suburban,Maharashtra,Agricultural,Award Declaration,12.49,19.02,215.0,3.0,1,0.353,6.6,1,12.0
LA-2024-03251,625280,Madurai,Tamil Nadu,Residential,Draft Declaration (Sec 19),9.7,22.5,50.0,24.0,1,0.678,3.9,1,48.0
LA-2024-03252,221917,Varanasi,Uttar Pradesh,Agricultural,Possession,23.74,16.73,67.0,6.0,0,0.828,4.3,1,13.6
LA-2024-03253,530990,Visakhapatnam,Andhra Pradesh,Agricultural,Preliminary Notification (Sec 11),6.84,92.41,482.0,5.0,0,0.492,7.6,0,0.0
LA-2024-03254,400676,Mumbai Suburban,Maharashtra,Agricultural,Award Enquiry (Sec 21-23),1.66,256.71,214.0,5.0,0,0.585,4.3,0,0.0
LA-2024-03255,580568,Dharwad,Karnataka,Commercial,Survey & SIA (Social Impact Assessment),1.05,97.93,218.0,26.0,3,0.572,5.7,0,0.0
LA-2024-03256,560624,Bengaluru Urban,Karnataka,Agricultural,Award Enquiry (Sec 21-23),10.35,26.12,221.0,8.0,0,0.616,4.7,0,0.0
LA-2024-03257,560433,Bengaluru Urban,Karnataka,Agricultural,Draft Declaration (Sec 19),23.33,54.58,319.0,3.0,0,0.208,5.9,1,31.2
LA-2024-03258,560281,Bengaluru Urban,Karnataka,Commercial,Award Declaration,11.17,41.97,698.0,23.0,4,0.506,5.8,1,35.6
LA-2024-03259,395437,Surat,Gujarat,Agricultural,Award Declaration,21.94,25.07,309.0,2.0,2,0.453,6.5,1,17.7
LA-2024-03260,411729,Pune,Maharashtra,Barren/Waste,Draft Declaration (Sec 19),23.89,157.35,279.0,2.0,0,0.812,4.3,1,24.1
LA-2024-03261,440695,Nagpur,Maharashtra,Agricultural,Award Declaration,35.81,300.92,144.0,2.0,0,0.746,4.3,1,7.8
LA-2024-03262,431708,Aurangabad,Maharashtra,Agricultural,Award Enquiry (Sec 21-23),12.91,11.06,70.0,6.0,1,0.435,8.3,0,0.0
LA-2024-03263,221647,Varanasi,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),13.94,175.61,316.0,4.0,0,0.511,8.3,1,12.3
LA-2024-03264,751154,Khordha,Odisha,Agricultural,Draft Declaration (Sec 19),10.68,25.5,336.0,1.0,0,0.72,4.1,0,0.0
LA-2024-03265,380663,Ahmedabad,Gujarat,Agricultural,Survey & SIA (Social Impact Assessment),8.85,34.84,505.0,6.0,3,0.313,6.4,0,0.0
LA-2024-03266,226891,Lucknow,Uttar Pradesh,Agricultural,Preliminary Notification (Sec 11),2.9,58.47,800.0,3.0,0,0.385,3.6,1,8.1
LA-2024-03267,221683,Varanasi,Uttar Pradesh,Forest,Final Declaration,29.85,194.47,93.0,2.0,0,0.401,5.1,1,16.9
LA-2024-03268,201620,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Final Declaration,7.96,58.39,140.0,4.0,0,0.708,7.6,1,27.5
LA-2024-03269,530301,Visakhapatnam,Andhra Pradesh,Agricultural,Final Declaration,7.58,66.14,365.0,4.0,1,0.873,5.0,1,27.6
LA-2024-03270,110812,South Delhi,Delhi,Residential,Possession,6.96,100.55,222.0,23.0,0,0.44,7.8,0,0.0
LA-2024-03271,530505,Visakhapatnam,Andhra Pradesh,Agricultural,Preliminary Notification (Sec 11),3.53,116.81,654.0,6.0,2,0.297,3.0,0,0.0
LA-2024-03272,411336,Pune,Maharashtra,Forest,Award Declaration,10.25,72.64,191.0,3.0,2,0.323,7.3,1,35.2
LA-2024-03273,226540,Lucknow,Uttar Pradesh,Barren/Waste,Award Declaration,17.1,117.5,993.0,4.0,0,0.538,6.1,0,0.0
LA-2024-03274,411209,Pune,Maharashtra,Agricultural,Award Enquiry (Sec 21-23),6.05,25.33,231.0,6.0,4,0.286,6.5,1,43.3
LA-2024-03275,580932,Dharwad,Karnataka,Forest,Final Declaration,26.63,8.6,751.0,5.0,1,0.815,4.3,1,24.7
LA-2024-03276,160731,Chandigarh,Punjab,Barren/Waste,Survey & SIA (Social Impact Assessment),8.06,,36.0,6.0,0,0.384,3.5,1,7.9
LA-2024-03277,506393,Warangal,Telangana,Agricultural,Award Declaration,3.0,16.68,319.0,5.0,0,0.536,5.1,0,0.0
LA-2024-03278,580813,Dharwad,Karnataka,Wetland,Award Enquiry (Sec 21-23),35.43,26.92,225.0,3.0,0,0.507,10.0,0,0.0
LA-2024-03279,110148,South Delhi,Delhi,Agricultural,Award Declaration,13.05,32.62,46.0,3.0,0,0.788,4.9,1,19.7
LA-2024-03280,208447,Kanpur Nagar,Uttar Pradesh,Forest,Survey & SIA (Social Impact Assessment),22.96,,219.0,4.0,2,0.296,4.5,1,26.3
LA-2024-03281,506685,Warangal,Telangana,Agricultural,Final Declaration,23.43,22.42,88.0,4.0,0,0.798,5.2,1,16.6
LA-2024-03282,221121,Varanasi,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),4.93,69.44,150.0,5.0,0,0.329,5.9,0,0.0
LA-2024-03283,110737,South Delhi,Delhi,Wetland,Award Enquiry (Sec 21-23),7.07,70.14,278.0,2.0,2,0.501,5.2,1,23.3
LA-2024-03284,506835,Warangal,Telangana,Agricultural,Award Enquiry (Sec 21-23),26.55,80.55,202.0,3.0,0,0.877,5.9,0,0.0
LA-2024-03285,411634,Pune,Maharashtra,Wetland,Survey & SIA (Social Impact Assessment),52.45,,289.0,5.0,0,0.558,6.0,0,0.0
LA-2024-03286,431285,Aurangabad,Maharashtra,Forest,Survey & SIA (Social Impact Assessment),11.63,30.09,249.0,4.0,0,0.602,6.8,1,12.2
LA-2024-03287,520773,Vijayawada,Andhra Pradesh,Barren/Waste,Preliminary Notification (Sec 11),6.47,30.04,1294.0,2.0,0,0.373,5.7,0,0.0
LA-2024-03288,570404,Mysuru,Karnataka,Wetland,Survey & SIA (Social Impact Assessment),46.06,129.44,269.0,2.0,0,0.188,6.1,0,0.0
LA-2024-03289,560761,Bengaluru Urban,Karnataka,Forest,Survey & SIA (Social Impact Assessment),6.47,27.24,241.0,7.0,0,0.134,3.3,1,31.3
LA-2024-03290,560664,Bengaluru Urban,Karnataka,Wetland,Preliminary Notification (Sec 11),14.58,26.73,304.0,2.0,0,0.077,5.2,1,20.1
LA-2024-03291,411183,Pune,Maharashtra,Residential,Draft Declaration (Sec 19),7.66,108.1,217.0,23.0,1,0.389,4.9,1,17.0
LA-2024-03292,440189,Nagpur,Maharashtra,Agricultural,Award Enquiry (Sec 21-23),13.86,43.92,67.0,5.0,0,0.156,4.7,0,0.0
LA-2024-03293,580113,Dharwad,Karnataka,Forest,Award Declaration,4.94,27.67,372.0,4.0,0,,6.4,0,0.0
LA-2024-03294,600164,Chennai,Tamil Nadu,Agricultural,Draft Declaration (Sec 19),8.02,,583.0,3.0,1,0.595,4.9,1,16.1
LA-2024-03295,560369,Bengaluru Urban,Karnataka,Agricultural,Preliminary Notification (Sec 11),6.47,130.02,711.0,5.0,2,0.187,4.2,0,0.0
LA-2024-03296,800123,Patna,Bihar,Agricultural,Award Enquiry (Sec 21-23),19.35,78.0,371.0,4.0,0,0.703,8.0,1,11.8
LA-2024-03297,570943,Mysuru,Karnataka,Agricultural,Draft Declaration (Sec 19),12.66,55.96,181.0,2.0,4,0.413,5.4,1,34.9
LA-2024-03298,160924,Chandigarh,Punjab,Agricultural,Survey & SIA (Social Impact Assessment),23.29,14.76,270.0,4.0,1,0.292,7.0,0,0.0
LA-2024-03299,395255,Surat,Gujarat,Agricultural,Final Declaration,5.46,56.19,845.0,2.0,0,0.241,5.0,0,0.0
LA-2024-03300,834379,Ranchi,Jharkhand,Forest,Possession,9.23,,187.0,7.0,1,0.325,4.5,1,31.3
LA-2024-03301,226767,Lucknow,Uttar Pradesh,Forest,Draft Declaration (Sec 19),18.75,18.79,90.0,5.0,0,0.106,3.6,1,18.5
LA-2024-03302,580693,Dharwad,Karnataka,Barren/Waste,Possession,22.87,25.24,1161.0,5.0,0,0.612,8.4,0,0.0
LA-2024-03303,342622,Jodhpur,Rajasthan,Wetland,Survey & SIA (Social Impact Assessment),3.23,86.6,103.0,2.0,0,0.35,6.9,0,0.0
LA-2024-03304,600989,Chennai,Tamil Nadu,Barren/Waste,Survey & SIA (Social Impact Assessment),14.44,145.52,68.0,6.0,1,0.326,4.6,1,19.8
LA-2024-03305,520666,Vijayawada,Andhra Pradesh,Forest,Survey & SIA (Social Impact Assessment),5.52,16.37,281.0,2.0,1,0.349,9.2,0,0.0
LA-2024-03306,580701,Dharwad,Karnataka,Agricultural,Award Declaration,23.88,18.45,301.0,8.0,0,0.671,3.1,0,0.0
LA-2024-03307,600551,Chennai,Tamil Nadu,Barren/Waste,Final Declaration,53.59,86.44,312.0,3.0,0,0.555,6.1,0,0.0
LA-2024-03308,530572,Visakhapatnam,Andhra Pradesh,Agricultural,Award Enquiry (Sec 21-23),1.2,30.3,428.0,5.0,1,0.335,3.7,1,15.9
LA-2024-03309,500361,Hyderabad,Telangana,Agricultural,Possession,6.31,75.57,196.0,2.0,0,0.486,3.9,0,0.0
LA-2024-03310,141568,Ludhiana,Punjab,Agricultural,Final Declaration,13.79,29.92,198.0,2.0,0,0.675,1.2,1,11.5
LA-2024-03311,380925,Ahmedabad,Gujarat,Forest,Survey & SIA (Social Impact Assessment),10.99,77.33,144.0,3.0,0,0.16,5.6,0,0.0
LA-2024-03312,411438,Pune,Maharashtra,Commercial,Award Enquiry (Sec 21-23),24.5,12.12,245.0,19.0,0,0.645,6.5,0,0.0
LA-2024-03313,160219,Chandigarh,Punjab,Agricultural,Survey & SIA (Social Impact Assessment),11.79,75.33,332.0,0.0,0,0.316,7.2,0,0.0
LA-2024-03314,570639,Mysuru,Karnataka,Residential,Award Enquiry (Sec 21-23),7.03,6.08,437.0,10.0,3,0.765,6.6,0,0.0
LA-2024-03315,411805,Pune,Maharashtra,Agricultural,Award Declaration,4.63,107.67,113.0,1.0,1,0.379,5.9,1,19.7
LA-2024-03316,751961,Khordha,Odisha,Agricultural,Final Declaration,4.01,43.28,87.0,3.0,0,0.102,7.7,0,0.0
LA-2024-03317,342587,Jodhpur,Rajasthan,Agricultural,Draft Declaration (Sec 19),5.86,67.98,430.0,2.0,0,0.7,7.6,0,0.0
LA-2024-03318,400808,Mumbai Suburban,Maharashtra,Agricultural,Final Declaration,6.82,56.0,149.0,3.0,0,0.452,4.6,1,5.7
LA-2024-03319,580325,Dharwad,Karnataka,Residential,Survey & SIA (Social Impact Assessment),15.27,8.84,106.0,16.0,1,0.359,7.0,0,0.0
LA-2024-03320,505481,Karimnagar,Telangana,Agricultural,Draft Declaration (Sec 19),9.65,163.77,55.0,2.0,0,0.778,7.0,1,11.9
LA-2024-03321,506476,Warangal,Telangana,Agricultural,Final Declaration,6.34,61.42,636.0,4.0,0,0.381,4.2,1,9.2
LA-2024-03322,530398,Visakhapatnam,Andhra Pradesh,Agricultural,Survey & SIA (Social Impact Assessment),4.67,91.7,272.0,3.0,1,0.26,6.1,0,0.0
LA-2024-03323,800743,Patna,Bihar,Residential,Preliminary Notification (Sec 11),6.07,20.92,333.0,17.0,0,0.199,3.6,0,0.0
LA-2024-03324,226894,Lucknow,Uttar Pradesh,Wetland,Award Enquiry (Sec 21-23),6.82,56.19,307.0,4.0,0,0.482,5.3,1,12.7
LA-2024-03325,440393,Nagpur,Maharashtra,Forest,Draft Declaration (Sec 19),5.84,12.88,260.0,6.0,0,0.293,6.7,0,0.0
LA-2024-03326,800222,Patna,Bihar,Forest,Draft Declaration (Sec 19),19.53,51.51,218.0,2.0,0,0.547,7.1,0,0.0
LA-2024-03327,530842,Visakhapatnam,Andhra Pradesh,Barren/Waste,Possession,35.26,18.31,210.0,5.0,1,0.306,4.5,0,0.0
LA-2024-03328,570863,Mysuru,Karnataka,Agricultural,Survey & SIA (Social Impact Assessment),4.06,5000.0,106.0,4.0,0,0.522,6.1,0,0.0
LA-2024-03329,400940,Mumbai Suburban,Maharashtra,Agricultural,Survey & SIA (Social Impact Assessment),28.54,79.43,59.0,5.0,1,0.274,7.5,0,0.0
LA-2024-03330,160329,Chandigarh,Punjab,Agricultural,Award Declaration,19.87,158.27,1193.0,5.0,0,0.4,5.5,0,0.0
LA-2024-03331,342746,Jodhpur,Rajasthan,Agricultural,Survey & SIA (Social Impact Assessment),12.84,35.27,228.0,3.0,1,0.775,5.3,0,0.0
LA-2024-03332,751743,Khordha,Odisha,Agricultural,Compensation Disbursement,40.35,65.3,159.0,7.0,1,0.499,7.9,1,26.5
LA-2024-03333,580810,Dharwad,Karnataka,Agricultural,Award Enquiry (Sec 21-23),9.54,105.64,121.0,2.0,3,0.51,6.9,1,34.6
LA-2024-03334,751824,Khordha,Odisha,Agricultural,Final Declaration,15.51,16.13,486.0,3.0,0,0.282,6.2,0,0.0
LA-2024-03335,506956,Warangal,Telangana,Agricultural,Survey & SIA (Social Impact Assessment),12.25,23.6,247.0,6.0,0,0.552,3.1,0,0.0
LA-2024-03336,570528,Mysuru,Karnataka,Agricultural,Draft Declaration (Sec 19),11.5,112.6,116.0,5.0,0,0.408,6.2,0,0.0
LA-2024-03337,380168,Ahmedabad,Gujarat,Agricultural,Award Declaration,16.28,36.34,176.0,3.0,0,0.401,5.3,1,15.9
LA-2024-03338,505272,Karimnagar,Telangana,Barren/Waste,Preliminary Notification (Sec 11),11.47,21.97,280.0,7.0,0,0.092,4.4,1,9.4
LA-2024-03339,751897,Khordha,Odisha,Commercial,Award Declaration,16.38,24.55,166.0,19.0,1,0.318,5.9,1,13.8
LA-2024-03340,700859,Kolkata,West Bengal,Agricultural,Award Declaration,6.24,13.99,408.0,5.0,0,0.333,7.8,0,0.0
LA-2024-03341,395109,Surat,Gujarat,Agricultural,Award Enquiry (Sec 21-23),6.41,6.95,1089.0,3.0,0,0.445,9.2,0,0.0
LA-2024-03342,641430,Coimbatore,Tamil Nadu,Agricultural,Preliminary Notification (Sec 11),6.21,8.92,161.0,4.0,0,0.303,7.0,1,21.1
LA-2024-03343,506320,Warangal,Telangana,Agricultural,Award Enquiry (Sec 21-23),8.08,46.68,179.0,2.0,3,0.44,4.2,1,24.4
LA-2024-03344,342388,Jodhpur,Rajasthan,Agricultural,Award Enquiry (Sec 21-23),26.08,84.61,119.0,10.0,0,0.391,5.2,0,0.0
LA-2024-03345,395674,Surat,Gujarat,Agricultural,Preliminary Notification (Sec 11),7.44,489.31,197.0,2.0,2,0.523,5.1,0,0.0
LA-2024-03346,221558,Varanasi,Uttar Pradesh,Residential,Compensation Disbursement,19.19,42.98,51.0,23.0,1,0.619,4.4,1,34.5
